文件,SHA256,课程,应读文字,音标,文字依据,状态,问题编号,说明,base.en 转写,tiny.en 转写,时长毫秒,起音毫秒,人工听审,审核人,审核日期,人工结论
unit3-4/audio/l03-w01.mp3,9c3f69b5b3a2f5e046bf589bdbc2f470fff50bb9b234f042c67d38aa2f6adc26,unit3-4,umbrella,/ʌmˈbrelə/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Umbrella,未做第二模型,783,70,待逐条人工听审,,,
unit3-4/audio/l03-w02.mp3,16efe0e70fb6cc23bc25401a7d2974d340b383ba4a8e02343c0cebd2349b120c,unit3-4,please,/pliːz/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Please.,未做第二模型,727,70,待逐条人工听审,,,
unit3-4/audio/l03-w03.mp3,d5b01a995b1631561527016590d434673a4e5713a5fde939b19ecb7dcbbf4bd7,unit3-4,here,/hɪr/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Here.,未做第二模型,580,60,待逐条人工听审,,,
unit3-4/audio/l03-w04.mp3,92f8aec1e77872f396a15c6a22de44fda903ed920c60b8a4a50fea250434ab36,unit3-4,my,/maɪ/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,My,未做第二模型,579,70,待逐条人工听审,,,
unit3-4/audio/l03-w05.mp3,10c71d472ddf23548488549777a70957070cf4c59a6514590f151d01857eff2b,unit3-4,ticket,/ˈtɪkɪt/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,ticket.,未做第二模型,712,70,待逐条人工听审,,,
unit3-4/audio/l03-w06.mp3,e28daa9fd31ae141ff5dac65ce054b142cd5faab89332ba0b3dbc45044aa16d4,unit3-4,number,/ˈnʌmbɚ/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Number.,未做第二模型,692,70,待逐条人工听审,,,
unit3-4/audio/l03-w07.mp3,d5798a4a06c135cd32581b69feb8cdfe8cda0c3991490bb54f2dce6db8ffeec1,unit3-4,five,/faɪv/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Five.,未做第二模型,602,80,待逐条人工听审,,,
unit3-4/audio/l03-w08.mp3,fbcb7283efcd04b29fe18ef50eade06c65e0ff33ac51f30d4c6ce645518d1de4,unit3-4,sorry,/ˈsɔːri/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Sorry.,未做第二模型,717,70,待逐条人工听审,,,
unit3-4/audio/l03-w09.mp3,bb37f08ad3a3a77c3e82adc05c675e249c72cc80e3123270c8eba28c13bd1a75,unit3-4,sir,/sɝː/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Sir.,未做第二模型,575,70,待逐条人工听审,,,
unit3-4/audio/l04-p01.mp3,067a3f25cea0da6f594b242918ab64f0ba1df9b64afab607cf7498548a4e44ba,unit3-4,Is this your pen?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your pen?,未做第二模型,1370,70,待逐条人工听审,,,
unit3-4/audio/l04-p02.mp3,bab903c6c9ad8810afb2cb9cb8d6805d808ba7293baae9ba289d5c29224fb4cd,unit3-4,Is this your pencil?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your pencil?,未做第二模型,1485,70,待逐条人工听审,,,
unit3-4/audio/l04-p03.mp3,4783259af931f47bd4b27626b8645050363c8ff17a1e86834d8bc855e91fca4f,unit3-4,Is this your book?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your book?,未做第二模型,1233,70,待逐条人工听审,,,
unit3-4/audio/l04-p04.mp3,e17eb2a004cbd8e765762d39409e7337e3c9a024f05ea6260ab235693b24f319,unit3-4,Is this your watch?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your watch?,未做第二模型,1392,70,待逐条人工听审,,,
unit3-4/audio/l04-p06.mp3,db219e5980d19a00c7a3ecf8a832290d2eb37fa0bd5ccad97923332ad362cc8a,unit3-4,Is this your dress?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your dress?,未做第二模型,1488,70,待逐条人工听审,,,
unit3-4/audio/l04-p07.mp3,d942d673c2e9368180e09f917f05fd6b27bf33f77d692a5cd1f49d38a2fc2f60,unit3-4,Is this your skirt?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your skirt?,未做第二模型,1343,70,待逐条人工听审,,,
unit3-4/audio/l04-p08.mp3,271025442ed4fa7724984f9a151072a52f590215b6b5fcfc9ee44043534bae3a,unit3-4,Is this your shirt?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your shirt?,未做第二模型,1304,70,待逐条人工听审,,,
unit3-4/audio/l04-p09.mp3,03ce438bfae1a7cbab7ad90892a3deda675c702261cf8c74ed5189c165e010c4,unit3-4,Is this your car?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your car?,未做第二模型,1378,70,待逐条人工听审,,,
unit3-4/audio/l04-p10.mp3,90942a6b5ba378285893b509c37fef908b9a8a254231b546db94407fbd072d03,unit3-4,Is this your house?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your house?,未做第二模型,1322,70,待逐条人工听审,,,
unit3-4/audio/l04-p11.mp3,6c6696322f562f8d3e643b807d47eaad8040b2849b5e4b01dbd7949ff132ce43,unit3-4,Is this your suit?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your suit?,未做第二模型,1383,70,待逐条人工听审,,,
unit3-4/audio/l04-p12.mp3,d8041f85b3071d1c25f5b91825b061ac2e24df3c94bc66e56a7c5ef198d337a4,unit3-4,Is this your school?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your school?,未做第二模型,1408,70,待逐条人工听审,,,
unit3-4/audio/l04-p13.mp3,4d969165d4b486b401a30b28a613e154463665235e3ef9dafcbcb91e523eef9a,unit3-4,Is this your teacher?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your teacher?,未做第二模型,1514,70,待逐条人工听审,,,
unit3-4/audio/l04-p14.mp3,f1bd1e31ed7a0da16be7f93ca970830b00daffbf537a807eea58e7efbf66334b,unit3-4,Is this your son?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your son?,未做第二模型,1392,70,待逐条人工听审,,,
unit3-4/audio/l04-p15.mp3,5f3bc256eeba9d78a489f34bf7fe0a73c60ac8d79b8ae5e1140ddc392604fc6d,unit3-4,Is this your daughter?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is this your daughter?,未做第二模型,1500,70,待逐条人工听审,,,
unit3-4/audio/l04-w01.mp3,22ae73322759c4d542d49a474675f287ce6e5b7464f1e5fd69e668a954d33f07,unit3-4,suit,/suːt/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Suit.,未做第二模型,640,70,待逐条人工听审,,,
unit3-4/audio/l04-w02.mp3,50460b5f7a104306d160e5d142b655408774471317bfb4708ab90e28cc981d19,unit3-4,school,/skuːl/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,school.,未做第二模型,752,70,待逐条人工听审,,,
unit3-4/audio/l04-w03.mp3,03fb676ee3aab04e84adff2f3d5d7ce7a87a8369947798c24445705e472f9273,unit3-4,teacher,/ˈtiːtʃɚ/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,teacher.,未做第二模型,700,70,待逐条人工听审,,,
unit3-4/audio/l04-w04.mp3,681a03ae33c212aac6e778279fdb104988c702f044042fbafdaa709e0e47717b,unit3-4,son,/sʌn/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Son.,未做第二模型,610,70,待逐条人工听审,,,
unit3-4/audio/l04-w05.mp3,b140b91667d010400da1b1871b404800e3d157f99d2d0b504780ea2ca2a49418,unit3-4,daughter,/ˈdɑːt̬ɚ/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Daughter.,未做第二模型,614,70,待逐条人工听审,,,
unit3-4/audio/reply-book.mp3,28605dee9fd590d2915cfebf17715c13c3a4a7fefdab0f0468c9382659f86cd2,unit3-4,No. It isn't my book. It's your book.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my book. It's your book.",未做第二模型,2460,70,待逐条人工听审,,,
unit3-4/audio/reply-car.mp3,c12f0652f29bb07a6e6e362ec539ed3016cf170d47a587bbfdd1d19b3e32db5e,unit3-4,No. It isn't my car. It's your car.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my car, it's your car.",未做第二模型,2492,70,待逐条人工听审,,,
unit3-4/audio/reply-coat.mp3,bda7bc2fde058482493c24a1283225b9fb74f89b331b3dd9f4501d272cdff45e,unit3-4,No. It isn't my coat. It's your coat.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my coat. It's your coat.",未做第二模型,2556,70,待逐条人工听审,,,
unit3-4/audio/reply-dress.mp3,856fdc1a8d5ef68471acd1943e98ed2da06e082f9e23492d2f30dbdaa6cccd36,unit3-4,No. It isn't my dress. It's your dress.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my dress, it's your dress.",未做第二模型,2794,70,待逐条人工听审,,,
unit3-4/audio/reply-house.mp3,f6c722293ff52c36d1e97934c615bac5761a377397b6a4c1c6000ba8e5c091af,unit3-4,No. It isn't my house. It's your house.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my house, it's your house.",未做第二模型,2656,70,待逐条人工听审,,,
unit3-4/audio/reply-pen.mp3,c0a505bec72eaf7d5613c5f6add7d63b70b212adb51521473c759ac0feb3267f,unit3-4,No. It isn't my pen. It's your pen.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my pen. It's your pen.",未做第二模型,2539,70,待逐条人工听审,,,
unit3-4/audio/reply-pencil.mp3,d45b614702aaaa1f66d1655705d6d10ced4c97c5bc16844050cc020c8ce9dd64,unit3-4,No. It isn't my pencil. It's your pencil.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my pencil. It's your pencil.",未做第二模型,2879,70,待逐条人工听审,,,
unit3-4/audio/reply-shirt.mp3,1e7805e2a040542a4860b770822ef204c922d9d0b6704a5174459d2b66d167aa,unit3-4,No. It isn't my shirt. It's your shirt.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my shirt, it's your shirt.",未做第二模型,2517,70,待逐条人工听审,,,
unit3-4/audio/reply-skirt.mp3,ab594e7e42696a74afad4562eaf7426584323f6ef05ec4fa5f29bfe58ec6d867,unit3-4,No. It isn't my skirt. It's your skirt.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my skirt. It's your skirt.",未做第二模型,2588,70,待逐条人工听审,,,
unit3-4/audio/reply-umbrella.mp3,fb155b3ce70aaa0fd61f5312a1e0620631186fe0a3c5b61741a11b7a4cdf25fe,unit3-4,No. It isn't my umbrella. It's your umbrella.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my umbrella. It's your umbrella.",未做第二模型,3182,70,待逐条人工听审,,,
unit3-4/audio/reply-watch.mp3,ab7c0fb09d2fc82f8d4e4916f638be371e4ac6ac7413acf4f96e05be4f6e7c5f,unit3-4,No. It isn't my watch. It's your watch.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"No, it isn't my watch, it's your watch.",未做第二模型,2584,70,待逐条人工听审,,,
unit5-6/audio/challenge-car.mp3,ddc372f24a418af17efb7c1c6507b5809ce0566f88482b3d110a035f93382f98,unit5-6,This is her car. It is French.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"This is her car, it is French.",未做第二模型,2260,70,待逐条人工听审,,,
unit5-6/audio/l05-d01.mp3,17f4ff4f3fbec37b74bd1f65c0cae57e22773e3147b18d9caaa145f75e418920,unit5-6,Good morning.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Good morning.,未做第二模型,1043,70,待逐条人工听审,,,
unit5-6/audio/l05-d02.mp3,aee44aa25816909eaed7da23336b8480aa7047a78693da9291c7225ce5aaceee,unit5-6,"Good morning, Mr. Blake.",,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"Good morning, Mr. Blake.",未做第二模型,1687,70,待逐条人工听审,,,
unit5-6/audio/l05-d04.mp3,b1c16e419b36b3b50fcd710910a4606c4751701a9086dc21422275d5b6bff1ca,unit5-6,Sophie is a new student.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Sophie is a new student.,未做第二模型,1652,70,待逐条人工听审,,,
unit5-6/audio/l05-d05.mp3,3d1bf0a51b502818286cb8b54dd773aea25ee1564de781d53aed6cb22d1eb0a2,unit5-6,She is French.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,She is French.,未做第二模型,1253,70,待逐条人工听审,,,
unit5-6/audio/l05-d08.mp3,0f7f410996ec7ddd2e925104270da5e008d7b73f2c4d0b52db80bcb6affec3b6,unit5-6,Nice to meet you.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Nice to meet you.,未做第二模型,1286,70,待逐条人工听审,,,
unit5-6/audio/l05-d09.mp3,e4d2c5f1f8e7400cab074c27d3ee5792cfee940b0475043a4e805d0510cd249f,unit5-6,And this is Naoko.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,And this is Naoko.,未做第二模型,1809,70,待逐条人工听审,,,
unit5-6/audio/l05-d10.mp3,74f9af62692eb66f4fa3cbdc45fae4088d1212b47b5ad9f6c8b83021edd95db1,unit5-6,She's Japanese.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,She's Japanese.,未做第二模型,1358,70,待逐条人工听审,,,
unit5-6/audio/l05-d11.mp3,d826ba3240f12ef8e52d60aa625b7dec09e3ac41b4152a4caa27f524ce42d92e,unit5-6,Nice to meet you.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Nice to meet you.,未做第二模型,1210,70,待逐条人工听审,,,
unit5-6/audio/l05-d13.mp3,115decf7cc68007c10d41d876b394b5dc4489dcfb488270c4692cdb072384652,unit5-6,He's South Korean.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He's South Korean.,未做第二模型,1428,70,待逐条人工听审,,,
unit5-6/audio/l05-d14.mp3,921f84768fcfc0b6a41683e9597c1b706168f672b910a3be77d9fbcff5f7e767,unit5-6,Nice to meet you.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Nice to meet you.,未做第二模型,1299,70,待逐条人工听审,,,
unit5-6/audio/l05-d16.mp3,8f4b387f396bd587bccf655be6251952aaa9291a405b7e89a552995582d1f5a6,unit5-6,He's Chinese.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,He's Chinese.,未做第二模型,1325,70,待逐条人工听审,,,
unit5-6/audio/l05-d17.mp3,d6fae08f8e288914d9c411d24a0260e57e3190fabe856f6946a714e14c00c91b,unit5-6,Nice to meet you.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Nice to meet you.,未做第二模型,1300,70,待逐条人工听审,,,
unit5-6/audio/l05-d19.mp3,7ffc4ef08a11d65794ff64fe0c2595d6dac89f598ab04da673fd38fa14b9a3cd,unit5-6,"She's Chinese, too.",,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"She's Chinese, too.",未做第二模型,1550,70,待逐条人工听审,,,
unit5-6/audio/l05-d20.mp3,a9a8df1b7c9c690ec746a87aad6c5db751c36b83b1568f94858a1dbffce86291,unit5-6,Nice to meet you.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Nice to meet you.,未做第二模型,1214,70,待逐条人工听审,,,
unit5-6/audio/l05-w02.mp3,2367f9ac6139f658c8535fb64662c96f6f797a56fb88d701789dd31df063855b,unit5-6,good,/ɡʊd/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Good.,未做第二模型,589,70,待逐条人工听审,,,
unit5-6/audio/l05-w03.mp3,e5b6f41c28bf16c3b514245e90025f249b38df8454f6e7c26ab07dec2e59ab6f,unit5-6,morning,/ˈmɔːrnɪŋ/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,morning.,未做第二模型,684,70,待逐条人工听审,,,
unit5-6/audio/l05-w04.mp3,6a9e9f4208ea971b7508b71814a148a83898ac21bf0cca511384d62793cac2be,unit5-6,Miss,/mɪs/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Miss.,未做第二模型,629,70,待逐条人工听审,,,
unit5-6/audio/l05-w05.mp3,8940d3fff69e4594689f4446a1a5fee584d87842ae254ea4f9aaedc117062488,unit5-6,new,/nuː/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,New.,未做第二模型,582,70,待逐条人工听审,,,
unit5-6/audio/l05-w06.mp3,f25fa2e5884b1d48c010ee1385fb83961e4051277ee7d5511180788757df0800,unit5-6,student,/ˈstuːdənt/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Student.,未做第二模型,770,70,待逐条人工听审,,,
unit5-6/audio/l05-w07.mp3,628b7fc357392fc32e288c2f4e0b9652b878163e6ea1f851339188d3bfaae829,unit5-6,French,/frentʃ/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,French.,未做第二模型,700,70,待逐条人工听审,,,
unit5-6/audio/l05-w08.mp3,26ed934e64a0707feeb07464562a774dd47f2202407fa100a4c90042385451ac,unit5-6,German,/ˈdʒɝːmən/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,German.,未做第二模型,698,80,待逐条人工听审,,,
unit5-6/audio/l05-w09.mp3,8e328c625421cfa6a14e8c1e5b547c7a15aad7e83cd97bea323f2facde84ec8e,unit5-6,nice,/naɪs/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Nice.,未做第二模型,677,70,待逐条人工听审,,,
unit5-6/audio/l05-w10.mp3,93f2e974807dcf9a660673dc9ab840e3c47de87f71b770a9bf21ed81c1034c28,unit5-6,meet,/miːt/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Meet,未做第二模型,643,70,待逐条人工听审,,,
unit5-6/audio/l05-w11.mp3,c57dc3475f3d0363633bfd91de394a3d751e5557f7f38df5da64151f80d909bb,unit5-6,Japanese,/ˌdʒæpəˈniːz/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Japanese.,未做第二模型,935,70,待逐条人工听审,,,
unit5-6/audio/l05-w12.mp3,9d846cedd6b384320a0e887126d6720e25df6e20de8b84449b7e36eee48bbce5,unit5-6,South Korean,/ˌsaʊθ kəˈriːən/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,South Korean.,未做第二模型,1028,70,待逐条人工听审,,,
unit5-6/audio/l05-w13.mp3,0bb28cb203bb51062f8fc1d852f0ffe47691962da2a33adce58a9eab2648202b,unit5-6,Chinese,/tʃaɪˈniːz/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Chinese.,未做第二模型,837,70,待逐条人工听审,,,
unit5-6/audio/l06-p01.mp3,74694e275c3714c51ddb1a29439219764e1f22c3a63ecbb0d77d79795022c1a2,unit5-6,It's a Volvo. (Swedish),,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's a Volvo Swedish.,未做第二模型,1898,70,待逐条人工听审,,,
unit5-6/audio/l06-p02.mp3,8c5916e08267a4fe87c89d2a8bacb15a8cca10d2b9f4f14b162f81fd29681885,unit5-6,It's a Peugeot. (French),,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's a Peugeot French.,未做第二模型,1925,70,待逐条人工听审,,,
unit5-6/audio/l06-p03.mp3,756f62c624f5798c78576caeed5a4adbce393f6503e8b354de66ac7ae251d908,unit5-6,It's a Mercedes. (German),,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's a Mercedes German.,未做第二模型,2097,70,待逐条人工听审,,,
unit5-6/audio/l06-p04.mp3,39887b1cae5cec09f338c6b040414c185fb9d3d72297962503ae03084b92388a,unit5-6,It's a Toyota. (Japanese),,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's a Toyota Japanese.,未做第二模型,2126,70,待逐条人工听审,,,
unit5-6/audio/l06-p05.mp3,b7fc58e2b5ff8e78d0e487c8e2f66da0f7ff31d2641e1198aa84f51d0bd57f34,unit5-6,It's a Mini. (English),,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's a mini English.,未做第二模型,1713,70,待逐条人工听审,,,
unit5-6/audio/l06-p06.mp3,cf2da9f6290834dbbfdc33b932f9289fcd4a3281e727a06833565e15f0ecfcce,unit5-6,It's a Ford. (American),,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,It's a Ford American.,未做第二模型,1996,70,待逐条人工听审,,,
unit5-6/audio/l06-w01.mp3,d875a6951c5cb25217e3c35b9dae4d6468b4cb374a16416c02eeff7f9d5c64ac,unit5-6,make,/meɪk/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Make,未做第二模型,622,70,待逐条人工听审,,,
unit5-6/audio/l06-w03.mp3,002fb7d7da4160ddd0ef5768aa41d8a4abce1dbcf4db3efb1c42c049f43023b0,unit5-6,English,/ˈɪŋɡlɪʃ/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,English.,未做第二模型,743,70,待逐条人工听审,,,
unit5-6/audio/l06-w04.mp3,0b3ec384cfd83b9753f6d9658d1cd754f0646ea3c1172ebe2c11bcf62926a688,unit5-6,American,/əˈmerɪkən/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,American,未做第二模型,828,70,待逐条人工听审,,,
unit5-6/audio/l06-w05.mp3,fbf0017cb2c9c16bacb1dd5da5c7afd830a340e003f80424fcd9f06c063f736a,unit5-6,Volvo,/ˈvɑːlvoʊ/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Volvo.,未做第二模型,733,70,待逐条人工听审,,,
unit5-6/audio/l06-w06.mp3,ac79dc5f33b436013e26c59235cc9d5657b9b100a1a76a7b69aa26885960b849,unit5-6,Peugeot,/pɜːˈʒoʊ/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Peugeot.,未做第二模型,746,70,待逐条人工听审,,,
unit5-6/audio/l06-w07.mp3,8d54973a8bb7ea908d8870005bfb2fb4999d666fd5abc77012bf5cc7c4e194f9,unit5-6,Mercedes,/mɚˈseɪdiːz/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Mercedes.,未做第二模型,926,70,待逐条人工听审,,,
unit5-6/audio/l06-w09.mp3,7cb55844afcfb7be290dbb93d31e811ba66b29749e8ed7188968064f7a2eccc9,unit5-6,Ford,/fɔːrd/,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Ford.,未做第二模型,660,70,待逐条人工听审,,,
unit5-6/audio/model-01-a.mp3,264ca871df17966e44d785c5adaf0a430f9edcf370b1d6d166b4aa7afe1e85a4,unit5-6,She isn't a Swedish student. She's a French student.,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,"She isn't a Swedish student, she's a French student.",未做第二模型,3298,70,待逐条人工听审,,,
unit5-6/audio/model-01-q.mp3,41667dd9dbbfc3f4455ca4c3f34854f9d0a51dd178dcde1e1d3c3d79d57fef6d,unit5-6,Is she a French student or a Swedish student?,,audio-manifest,初筛未提示文字差异,,只表示自动初筛没有文字差异；自然度、音色、词性变音和音标仍需人工听审。,Is she a French student or a Swedish student?,未做第二模型,2625,70,待逐条人工听审,,,
